1024, 0.001529, 669743.037125, 12.500000, 0
5120, 0.002951, 1734812.848593, 37.500000, 0
9216, 0.003676, 2506979.064113, 25.000000, 0
13312, 0.006577, 2024058.317207, 49.166667, 0
17408, 0.005690, 3059643.898086, 58.333333, 0
21504, 0.006970, 3085207.420371, 73.750000, 0
25600, 0.008301, 3083848.763720, 70.000000, 0
29696, 0.009853, 3013812.998343, 85.000000, 0
33792, 0.011177, 3023268.593169, 80.666667, 0
37888, 0.012498, 3031527.469617, 83.285714, 0
41984, 0.013759, 3051434.936116, 87.500000, 0
46080, 0.015125, 3046550.981651, 87.500000, 0
50176, 0.016386, 3062186.380081, 90.565476, 0
54272, 0.022518, 2410129.335910, 85.202020, 0
58368, 0.021169, 2757230.059699, 92.535714, 0
62464, 0.020167, 3097399.375603, 89.208333, 0
66560, 0.021110, 3152968.771635, 89.291667, 0
70656, 0.022677, 3115778.008613, 88.652778, 0
74752, 0.025931, 2882747.314958, 84.235931, 0
78848, 0.024983, 3156023.199108, 89.656566, 0
82944, 0.026643, 3113184.922922, 88.368687, 0
87040, 0.028345, 3070771.503540, 87.418415, 0
91136, 0.028821, 3162133.429970, 88.636364, 0
95232, 0.030616, 3110532.209409, 87.575341, 0
99328, 0.032291, 3075995.654933, 87.335165, 0
103424, 0.032818, 3151442.434558, 86.881868, 0
107520, 0.034726, 3096215.162626, 89.071429, 0
111616, 0.038311, 2913430.073189, 81.657738, 0
115712, 0.037474, 3087765.117653, 87.713599, 0
119808, 0.047934, 2499437.695363, 89.682018, 0
123904, 0.040458, 3062553.000972, 85.509868, 0
128000, 0.041716, 3068367.450599, 87.378676, 0
132096, 0.043250, 3054218.312573, 88.501634, 0
136192, 0.044455, 3063614.821736, 87.217320, 0
140288, 0.045509, 3082627.780039, 87.259460, 0
144384, 0.047043, 3069219.900614, 88.198830, 0
148480, 0.048383, 3068858.344103, 87.447368, 0
152576, 0.049734, 3067850.684593, 87.111529, 0
156672, 0.051452, 3045036.228083, 93.273810, 0
160768, 0.050908, 3158035.057104, 97.771303, 0
164864, 0.052216, 3157375.516328, 97.595238, 0
168960, 0.053416, 3163088.932769, 97.662338, 0
173056, 0.056613, 3056810.538411, 91.875174, 0
177152, 0.056182, 3153170.496987, 87.382740, 0
181248, 0.058770, 3083998.416061, 87.969005, 0
185344, 0.060702, 3053318.877425, 90.861646, 0
189440, 0.060908, 3110247.534363, 87.785913, 0
193536, 0.062239, 3109552.166165, 87.938004, 0
197632, 0.063319, 3121191.412736, 87.825824, 0
201728, 0.063661, 3168803.431813, 87.865584, 0
205824, 0.065536, 3140602.821793, 88.655128, 0
209920, 0.067359, 3116427.865581, 88.060134, 0
214016, 0.068581, 3120630.678154, 89.787298, 0
218112, 0.069087, 3157084.859885, 87.835623, 0
222208, 0.070636, 3145821.728578, 87.546866, 0
226304, 0.073409, 3082770.082734, 87.886408, 0
230400, 0.072284, 3187445.061189, 87.756226, 0
234496, 0.073978, 3169820.959970, 88.193588, 0
238592, 0.078971, 3021267.932162, 95.585829, 0
242688, 0.076950, 3153854.640315, 97.563508, 0
246784, 0.079177, 3116864.974397, 97.610887, 0
250880, 0.079973, 3137072.055161, 97.518939, 0
254976, 0.081594, 3124920.942782, 97.702484, 0
259072, 0.089085, 2908156.560605, 92.260911, 0
