0.001174, 47085.900692, 2, 0.000000
0.502826, 73906.989532, 2, 0.000000
1.512313, 67805.137527, 2, 3.125000
2.016776, 191228.309630, 2, 12.500000
2.524516, 211739.527561, 2, 14.285714
3.039837, 211286.613989, 2, 14.583333
3.569946, 213854.632514, 2, 14.062500
4.132647, 205060.308477, 2, 18.619048
4.751344, 216018.714174, 2, 14.210526
5.490518, 214367.234544, 2, 14.136126
6.487232, 206237.622659, 2, 32.156549
7.991659, 203959.595907, 2, 35.070090
10.512319, 202724.516737, 2, 46.147181
15.171895, 196950.664645, 2, 51.368725
24.045565, 195667.941979, 2, 47.042405
41.459276, 193738.352387, 2, 48.017642
58.909321, 193322.421461, 2, 46.702574
68.081021, 188940.896806, 2, 44.251012
