0.001058, 54979.613559, 2, 0.000000
0.501959, 179704.206875, 2, 0.000000
1.003010, 293736.653341, 2, 0.000000
1.504731, 300749.166173, 2, 0.000000
2.008088, 273223.297204, 2, 20.833333
2.513602, 310522.300450, 2, 43.750000
3.021249, 435959.224734, 2, 45.833333
3.531794, 625171.739072, 2, 57.500000
4.049374, 741639.678418, 2, 61.858974
4.580655, 826664.502700, 2, 58.000000
5.139726, 870586.248869, 2, 57.608696
5.751227, 920679.082462, 2, 57.865169
6.660295, 500935.570557, 2, 71.445886
7.988793, 494638.774439, 2, 75.157227
9.752037, 648672.622211, 2, 79.205841
13.055536, 584473.461149, 2, 80.188280
18.806163, 624110.741591, 2, 71.082134
31.528704, 536200.393697, 2, 73.353682
49.304692, 758704.014493, 2, 73.295525
65.730541, 823024.955033, 2, 72.993223
