1024, 0.003680, 278291.118600, 42.500000, 0
5120, 0.003492, 1466277.087536, 50.000000, 0
9216, 0.005899, 1562229.944924, 55.000000, 0
13312, 0.005606, 2374673.535905, 50.000000, 0
17408, 0.007190, 2421299.760054, 46.666667, 0
21504, 0.007875, 2730600.022689, 65.416667, 0
25600, 0.010080, 2539633.057150, 52.166667, 0
29696, 0.013854, 2143517.103016, 70.023810, 0
33792, 0.012178, 2774836.639622, 54.500000, 0
37888, 0.013578, 2790497.425315, 53.000000, 0
41984, 0.015095, 2781396.148508, 59.023810, 0
46080, 0.017399, 2648380.427434, 54.940476, 0
50176, 0.019040, 2635305.577905, 75.642857, 0
54272, 0.019196, 2827310.940147, 43.134921, 0
58368, 0.021519, 2712385.757688, 59.357143, 0
62464, 0.022247, 2807777.857520, 56.944444, 0
66560, 0.024040, 2768734.050765, 50.416667, 0
70656, 0.025220, 2801559.671282, 48.005051, 0
74752, 0.026682, 2801634.299668, 52.272727, 0
78848, 0.028273, 2788838.643875, 42.189394, 0
82944, 0.029888, 2775168.770572, 48.628788, 0
87040, 0.030685, 2836596.860182, 40.638112, 0
91136, 0.032414, 2811666.225626, 43.724359, 0
95232, 0.035176, 2707299.754826, 49.641026, 0
99328, 0.040183, 2471866.172258, 65.130952, 0
103424, 0.038218, 2706174.639405, 39.392857, 0
107520, 0.037792, 2845062.274555, 48.305322, 0
111616, 0.040673, 2744206.848446, 46.310049, 0
115712, 0.042077, 2749988.765904, 33.222588, 0
119808, 0.041924, 2857730.475791, 44.433824, 0
123904, 0.044111, 2808884.890290, 47.605349, 0
128000, 0.047578, 2690343.731683, 46.599415, 0
132096, 0.047684, 2770241.718522, 47.495614, 0
136192, 0.047677, 2856547.435469, 51.445280, 0
140288, 0.050036, 2803738.437297, 53.844270, 0
144384, 0.052610, 2744446.565311, 43.054397, 0
148480, 0.052259, 2841245.713413, 48.104181, 0
152576, 0.053479, 2853015.831605, 46.331169, 0
156672, 0.055056, 2845697.222865, 44.554724, 0
160768, 0.058717, 2738008.948668, 35.204969, 0
164864, 0.059792, 2757289.575116, 50.852629, 0
168960, 0.061167, 2762280.919333, 46.355311, 0
173056, 0.063961, 2705641.639610, 43.097436, 0
177152, 0.063631, 2784060.286774, 49.491819, 0
181248, 0.065759, 2756245.865757, 42.238706, 0
185344, 0.066395, 2791520.421756, 49.910053, 0
189440, 0.068991, 2745864.750008, 42.612676, 0
193536, 0.069654, 2778548.105189, 47.297596, 0
197632, 0.071929, 2747593.337379, 36.751847, 0
201728, 0.071869, 2806869.110877, 44.154078, 0
205824, 0.074148, 2775869.563758, 34.910363, 0
209920, 0.075303, 2787683.891456, 40.104728, 0
214016, 0.076743, 2788723.175714, 41.583243, 0
218112, 0.083919, 2599066.662521, 52.575712, 0
222208, 0.077923, 2851647.080030, 34.007846, 0
226304, 0.082048, 2758201.266560, 41.484984, 0
230400, 0.081139, 2839572.264286, 46.528338, 0
234496, 0.081802, 2866637.448063, 48.012032, 0
238592, 0.085555, 2788743.306464, 46.066707, 0
242688, 0.084644, 2867174.294633, 50.337302, 0
246784, 0.085826, 2875406.869361, 50.316240, 0
250880, 0.088061, 2848930.761014, 46.979575, 0
254976, 0.089683, 2843085.250514, 35.277418, 0
259072, 0.093473, 2771627.058185, 38.166205, 0
