1024, 0.001510, 677922.385037, 20.000000, 0
5120, 0.003332, 1536549.254897, 38.333333, 0
9216, 0.004403, 2092962.699072, 35.000000, 0
13312, 0.004381, 3038424.613358, 50.833333, 0
17408, 0.005898, 2951357.164842, 55.000000, 0
21504, 0.006969, 3085544.216735, 72.500000, 0
25600, 0.008234, 3109094.431554, 67.500000, 0
29696, 0.009589, 3096846.899694, 76.083333, 0
33792, 0.010754, 3142200.063000, 93.000000, 0
37888, 0.012430, 3048003.039122, 97.000000, 0
41984, 0.013956, 3008412.376292, 96.452381, 0
46080, 0.015257, 3020301.697202, 96.904762, 0
50176, 0.016373, 3064623.763318, 96.190476, 0
54272, 0.023345, 2324805.044416, 92.968074, 0
58368, 0.018298, 3189906.185454, 97.232143, 0
62464, 0.020649, 3025099.589917, 97.638889, 0
66560, 0.020885, 3186909.829163, 96.424603, 0
70656, 0.022107, 3196091.301928, 95.438492, 0
74752, 0.025002, 2989817.159194, 95.767677, 0
78848, 0.025950, 3038515.410227, 93.397436, 0
82944, 0.026200, 3165784.803641, 96.702020, 0
87040, 0.029318, 2968836.521426, 92.333333, 0
91136, 0.028562, 3190762.227988, 96.931818, 0
95232, 0.029928, 3182079.014291, 84.571678, 0
99328, 0.031267, 3176793.523312, 83.487762, 0
103424, 0.032514, 3180869.412830, 83.228022, 0
107520, 0.033797, 3181315.302030, 82.552198, 0
111616, 0.035257, 3165820.843346, 83.397436, 0
115712, 0.036219, 3194811.417747, 82.357143, 0
119808, 0.037502, 3194736.858750, 85.798669, 0
123904, 0.038992, 3177664.139673, 82.301646, 0
128000, 0.052999, 2415134.804523, 92.932143, 0
132096, 0.041971, 3147350.828661, 94.240196, 0
136192, 0.045035, 3024109.479229, 92.133145, 0
140288, 0.043848, 3199389.780621, 83.346405, 0
144384, 0.045187, 3195280.205718, 83.674407, 0
148480, 0.046714, 3178466.152125, 83.095975, 0
152576, 0.047575, 3207063.341771, 91.250946, 0
156672, 0.049350, 3174682.529315, 96.473153, 0
160768, 0.050465, 3185741.246141, 84.295113, 0
164864, 0.053502, 3081437.885373, 86.380411, 0
168960, 0.053082, 3183012.695292, 82.639610, 0
173056, 0.054017, 3203728.006721, 82.823358, 0
177152, 0.055345, 3200858.473018, 83.617730, 0
181248, 0.057249, 3165942.087337, 86.091333, 0
185344, 0.057854, 3203632.837777, 82.639069, 0
189440, 0.058919, 3215248.871753, 83.559190, 0
193536, 0.061826, 3130309.882110, 86.114310, 0
197632, 0.062439, 3165224.413277, 83.709524, 0
201728, 0.063649, 3169404.776425, 83.325193, 0
205824, 0.064660, 3183172.804294, 82.778022, 0
209920, 0.066054, 3178013.754786, 82.528765, 0
214016, 0.066788, 3204416.095514, 83.830891, 0
218112, 0.068573, 3180716.384267, 84.417989, 0
222208, 0.070556, 3149369.004117, 84.570220, 0
226304, 0.071083, 3183672.370581, 83.109606, 0
230400, 0.072525, 3176856.021460, 83.717570, 0
234496, 0.073798, 3177556.469428, 95.980699, 0
238592, 0.075539, 3158547.620925, 96.503893, 0
242688, 0.083469, 2907528.272965, 97.421154, 0
246784, 0.077612, 3179710.167171, 96.604852, 0
250880, 0.078547, 3194018.475233, 88.501840, 0
254976, 0.080191, 3179594.941482, 83.435382, 0
259072, 0.081477, 3179675.620262, 82.849928, 0
