1024, 0.002322, 441013.269331, 25.000000, 0
5120, 0.003482, 1470220.257947, 33.333333, 0
9216, 0.003914, 2354346.523226, 32.500000, 0
13312, 0.005184, 2567860.220134, 48.333333, 0
17408, 0.006631, 2625199.374452, 40.833333, 0
21504, 0.007881, 2728728.247421, 46.333333, 0
25600, 0.009259, 2764764.425223, 37.666667, 0
29696, 0.010748, 2763005.698383, 27.500000, 0
33792, 0.012097, 2793497.954948, 31.750000, 0
37888, 0.014003, 2705641.887473, 51.666667, 0
41984, 0.015087, 2782707.956881, 43.380952, 0
46080, 0.016395, 2810598.865914, 45.833333, 0
50176, 0.018025, 2783662.170995, 62.619048, 0
54272, 0.019650, 2761925.043435, 57.916667, 0
58368, 0.020928, 2788927.072692, 55.416667, 0
62464, 0.022189, 2815104.669805, 53.601190, 0
66560, 0.023423, 2841603.763595, 47.708333, 0
70656, 0.024975, 2829105.680359, 44.070707, 0
74752, 0.028262, 2644992.560463, 75.158730, 0
78848, 0.027854, 2830806.269331, 29.007576, 0
82944, 0.029456, 2815859.147944, 45.075758, 0
87040, 0.030428, 2860559.434061, 51.016900, 0
91136, 0.032869, 2772720.364823, 55.215618, 0
95232, 0.033615, 2833059.555992, 61.612637, 0
99328, 0.034698, 2862674.714504, 49.572344, 0
103424, 0.036276, 2851034.254136, 38.843178, 0
107520, 0.037685, 2853161.501965, 45.769608, 0
111616, 0.038954, 2865294.794516, 43.474965, 0
115712, 0.040587, 2850950.273723, 48.822712, 0
119808, 0.041675, 2874794.672863, 42.908088, 0
123904, 0.043535, 2846095.977227, 51.870227, 0
128000, 0.045135, 2835936.772772, 39.816133, 0
132096, 0.046228, 2857494.753429, 34.936017, 0
136192, 0.047795, 2849479.954007, 38.815789, 0
140288, 0.049019, 2861892.939157, 44.732456, 0
144384, 0.050399, 2864805.024625, 48.831454, 0
148480, 0.051746, 2869397.816247, 40.724311, 0
152576, 0.053156, 2870333.655368, 32.589497, 0
156672, 0.054880, 2854786.005225, 51.489460, 0
160768, 0.056322, 2854425.874780, 51.116224, 0
164864, 0.057772, 2853704.637215, 40.521236, 0
168960, 0.058883, 2869395.149199, 45.088627, 0
173056, 0.060241, 2872750.651976, 50.878054, 0
177152, 0.062075, 2853848.296151, 54.171337, 0
181248, 0.063685, 2846024.738539, 46.619658, 0
185344, 0.064729, 2863388.342233, 36.623321, 0
189440, 0.065980, 2871184.745037, 47.623321, 0
193536, 0.067744, 2856884.775231, 42.785663, 0
197632, 0.069005, 2864035.004481, 35.402422, 0
201728, 0.070514, 2860803.269448, 36.339286, 0
205824, 0.071719, 2869875.523555, 29.930442, 0
209920, 0.074192, 2829412.115259, 60.633839, 0
214016, 0.074631, 2867645.318700, 44.802644, 0
218112, 0.076066, 2867389.264923, 44.830006, 0
222208, 0.078049, 2847015.577944, 37.378379, 0
226304, 0.078996, 2864760.486116, 36.825583, 0
230400, 0.080541, 2860665.903425, 47.887897, 0
234496, 0.083354, 2813247.947566, 51.043838, 0
238592, 0.083715, 2850051.380289, 44.370175, 0
242688, 0.085026, 2854286.856521, 28.386451, 0
246784, 0.086399, 2856313.824278, 40.016075, 0
250880, 0.087779, 2858073.215178, 44.055216, 0
254976, 0.089142, 2860336.754979, 36.003268, 0
259072, 0.090501, 2862636.872643, 40.027027, 0
